Dataset Name,Observation Date,Series Display Name,Observation Value,Unit
Export Receipts by Commodities and Groups,30-Apr-05,......31 Leather Manufactures,25856.737,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............A) Leather Garments,16525.207,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............B) Leather Gloves,5001.414,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............C) Other Leather Manufact,4330.116,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......32 Footwear,9924.739,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............A) Leather Footwear,4617.884,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............B) Canvas Footwear,606.638,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............C) Other Footwear,4700.217,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......33 Surgical Goods & Medical Instr.,16160.044,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......34 Cutlery,2816.055,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......35 Onyx Manufactured,1132.836,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......36 Chemical & Pharmaceutical Prod,62239.725,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............A) Fertilizer Manufacture,5.754,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............B) Plastic Materials,28015.171,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............C) Pharmaceutical Product,4741.983,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............D) Other Chemicals,29476.817,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......37 Engineering Goods,29402.486,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............A) Electric Fans,2080.53,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............B) Transport Equipment,5557.474,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............C) Other Electrical Machi.,4927.765,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............D) Machi.nery Specialized,3295.793,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............E) Auto Parts,535.284,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............F) Other Machi.nery,13005.64,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......38 Gems,313.313,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......39 Jewellary,2087.93,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......40 Furniture,1149.195,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......41 Molasses,10453.316,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......42 Handicrafts,54.409,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......43 Cement,7963.396,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......44 Guar and Guar Products,2011.433,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,E. All Others,40188.449,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,I. Total Export Receipts through Banks,1230181.045,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,II Freight on Export,43000,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,III Export Receipts Banks (fob),1187181.045,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,IV Other Exports,36999.955,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,. Total Export as per BOP,1224181,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,A. Food Group,159852.066,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......1 Rice,105752.316,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............A) Basmati,79639.303,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............B) Others,26113.013,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......2 Fish & Fish Preparations,10882.982,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......3 Fruits,11360.191,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......4 Vegetablees/Leguminous Vegetable,5596.72,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......5 Tobacco,1383.301,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......7 Spices,1105.316,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,"......8 Oil Seeds, Nuts and Kernels",2024.325,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......9 Sugar,725.35,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......10 Meat and Meat Preparations,1869.291,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......11 All Other Food Items,19152.274,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,B. Textile Group,794729.722,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......12 Raw Cotton,9462.276,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......13 Cotton Yarn,79724.995,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......14 Cotton Cloth,201035.163,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......15 Cotton Carded or Combed,25651.41,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......16 Yarn Other than Cotton Yarn,8945.773,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......17 Knitwear,173882.107,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......18 Bed Wear,93516.031,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......19 Towels,11756.212,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,"......20 Tents,Canvas & Tarpaulin",9211.141,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......21 Readymade Garments,65352.524,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,"......22 Art,Silk & Synthetic Textile",28624.822,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......23 Madeup Articles(incl.Other Tex,31097.313,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......24 Other Textile Materials,56469.955,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,C. Petroleum Group,45298.005,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......25 Petroleum Crude,5814.678,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......26 Petroleum Products,15404.862,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......27 Solid Fuel including Naphtha,24078.465,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,D. Other Manufacture,266546.276,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,"......28 Carpets,Rugs & Mats",28991.573,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......29 Sports Goods,32102.027,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............A) Footballs,17963.107,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............B) Gloves,4594.866,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............C) Others,9544.054,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......30 Leather Tanned,32819.514,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......31 Leather Manufactures,25165.903,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............A) Leather Garments,16696.225,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............B) Leather Gloves,4773.107,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............C) Other Leather Manufact,3696.571,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......32 Footwear,13967.558,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............A) Leather Footwear,7056.072,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............B) Canvas Footwear,502.559,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............C) Other Footwear,6408.927,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......33 Surgical Goods & Medical Instr.,18515.29,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......34 Cutlery,3442.597,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......35 Onyx Manufactured,1179.1,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......36 Chemical & Pharmaceutical Prod,64608.527,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............A) Fertilizer Manufacture,144.47,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............B) Plastic Materials,27783.238,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............C) Pharmaceutical Product,4399.743,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............D) Other Chemicals,32281.076,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......37 Engineering Goods,25878.119,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............A) Electric Fans,1565.101,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............B) Transport Equipment,4126.681,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............C) Other Electrical Machi.,5335.936,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............D) Machi.nery Specialized,2306.571,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............E) Auto Parts,942.99,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,............F) Other Machi.nery,11600.84,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......38 Gems,334.77,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......39 Jewellary,1912.227,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......40 Furniture,935.981,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......41 Molasses,6992.984,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......42 Handicrafts,13.522,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......43 Cement,7133.824,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,......44 Guar and Guar Products,2552.76,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,E. All Others,62030.104,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,I. Total Export Receipts through Banks,1328456.173,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,II Freight on Export,42600,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,III Export Receipts Banks (fob),1285856.173,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,IV Other Exports,158999.827,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-05,. Total Export as per BOP,1444856,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,A. Food Group,116166.45,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......1 Rice,70718.905,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,............A) Basmati,52431.701,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,............B) Others,18287.204,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......2 Fish & Fish Preparations,9396.752,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......3 Fruits,10447.98,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......4 Vegetablees/Leguminous Vegetable,4637.581,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......5 Tobacco,750.659,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......7 Spices,743.502,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,"......8 Oil Seeds, Nuts and Kernels",1843.641,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......9 Sugar,2719.388,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......10 Meat and Meat Preparations,1809.012,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......11 All Other Food Items,13099.03,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,B. Textile Group,699952.645,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......12 Raw Cotton,11290.071,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......13 Cotton Yarn,59700.997,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......14 Cotton Cloth,165288.701,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......15 Cotton Carded or Combed,23512.35,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......16 Yarn Other than Cotton Yarn,11861.369,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......17 Knitwear,147454.865,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......18 Bed Wear,85688.212,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......19 Towels,9530.771,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,"......20 Tents,Canvas & Tarpaulin",10578.742,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......21 Readymade Garments,61261.679,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,"......22 Art,Silk & Synthetic Textile",35918.735,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......23 Madeup Articles(incl.Other Tex,31807.3,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......24 Other Textile Materials,46058.853,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,C. Petroleum Group,47209.354,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......25 Petroleum Crude,1765.048,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......26 Petroleum Products,34618.859,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......27 Solid Fuel including Naphtha,10825.447,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,D. Other Manufacture,207672.613,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,"......28 Carpets,Rugs & Mats",22818.042,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,......29 Sports Goods,30965.804,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,............A) Footballs,16989.823,Thousand USD
Export Receipts by Commodities and Groups,28-Feb-05,............B) Gloves,4635.778,Thousand USD
